Source	Target	Weight
Go Soeda	Jeremy Chardy	2.0
Go Soeda	Viktor Troicki	2.0
Go Soeda	Elias Ymer	2.0
Go Soeda	Donald Young	2.0
Go Soeda	Jack Sock	2.0
Go Soeda	Gilles Muller	2.0
Go Soeda	Philipp Kohlschreiber	3.0
Go Soeda	Lleyton Hewitt	1.0
Go Soeda	Zhizhen Zhang	2.0
Go Soeda	Alexandr Dolgopolov	1.0
Albert Ramos-Vinolas	Stan Wawrinka	3.0
Albert Ramos-Vinolas	Fabio Fognini	2.0
Albert Ramos-Vinolas	Sam Querrey	1.0
Albert Ramos-Vinolas	Pablo Andujar	5.0
Albert Ramos-Vinolas	Novak Djokovic	4.0
Albert Ramos-Vinolas	Pablo Cuevas	1.0
Albert Ramos-Vinolas	Thomaz Bellucci	2.0
Albert Ramos-Vinolas	Leonardo Mayer	2.0
Albert Ramos-Vinolas	Nick Kyrgios	4.0
Albert Ramos-Vinolas	Jo-Wilfried Tsonga	2.0
Albert Ramos-Vinolas	Nicolas Almagro	2.0
Albert Ramos-Vinolas	Mikhail Kukushkin	2.0
Albert Ramos-Vinolas	Andrey Kuznetsov	3.0
Albert Ramos-Vinolas	Hyeon Chung	2.0
Albert Ramos-Vinolas	Diego Schwartzman	2.0
Albert Ramos-Vinolas	Adrian Mannarino	2.0
Albert Ramos-Vinolas	Lucas Pouille	2.0
Albert Ramos-Vinolas	David Ferrer	4.0
Albert Ramos-Vinolas	Roger Federer	1.0
Albert Ramos-Vinolas	Tommy Robredo	2.0
Albert Ramos-Vinolas	Andreas Haider-Maurer	2.0
Stefan Kozlov	Tim Smyczek	2.0
Stefan Kozlov	Jared Donaldson	2.0
Evgeny Donskoy	Milos Raonic	2.0
Evgeny Donskoy	Marin Cilic	5.0
Evgeny Donskoy	Lucas Pouille	1.0
Evgeny Donskoy	Renzo Olivo	2.0
Evgeny Donskoy	Guillermo Garcia-Lopez	2.0
Henri Laaksonen	Joao Sousa	2.0
Henri Laaksonen	Donald Young	2.0
Frances Tiafoe	James Duckworth	3.0
Frances Tiafoe	Thomaz Bellucci	2.0
Frances Tiafoe	Viktor Troicki	3.0
Frances Tiafoe	Sam Groth	2.0
Frances Tiafoe	Martin Klizan	3.0
Adrian Menendez-Maceiras	Alejandro Gonzalez	1.0
Adrian Menendez-Maceiras	Tim Smyczek	2.0
Adrian Menendez-Maceiras	Bernard Tomic	2.0
Adrian Menendez-Maceiras	Alejandro Falla	2.0
Adrian Menendez-Maceiras	Paolo Lorenzi	2.0
Tobias Kamke	Tomas Berdych	2.0
Tobias Kamke	Pablo Andujar	2.0
Tobias Kamke	Benjamin Becker	2.0
Tobias Kamke	Vincent Millot	1.0
Tobias Kamke	Joao Sousa	2.0
Tobias Kamke	Bernard Tomic	3.0
Tomas Berdych	Pablo Andujar	1.0
Tomas Berdych	Pablo Cuevas	2.0
Tomas Berdych	Benoit Paire	1.0
Tomas Berdych	Jeremy Chardy	1.0
Tomas Berdych	Ivo Karlovic	2.0
Tomas Berdych	John Isner	1.0
Tomas Berdych	Lukas Rosol	1.0
Tomas Berdych	David Ferrer	2.0
Tomas Berdych	Sergiy Stakhovsky	1.0
Tomas Berdych	Andreas Seppi	1.0
Tomas Berdych	Guillermo Garcia-Lopez	1.0
Tomas Berdych	Edouard Roger-Vasselin	1.0
Tomas Berdych	Donald Young	2.0
Tomas Berdych	Andy Murray	7.0
Tomas Berdych	Stan Wawrinka	2.0
Tomas Berdych	Rafael Nadal	2.0
Tomas Berdych	Roger Federer	2.0
Tomas Berdych	Gilles Simon	3.0
Tomas Berdych	Alexandr Dolgopolov	2.0
Tomas Berdych	Simone Bolelli	3.0
Tomas Berdych	Richard Gasquet	3.0
Tomas Berdych	Bernard Tomic	1.0
Tomas Berdych	Novak Djokovic	8.0
Tomas Berdych	Jo-Wilfried Tsonga	3.0
Tomas Berdych	Jack Sock	1.0
Tomas Berdych	Radek Stepanek	1.0
Daniel Elahi Galan	Ivo Karlovic	2.0
Guilherme Clezar	Thiemo de Bakker	2.0
Guilherme Clezar	Albert Ramos-Vinolas	2.0
Guilherme Clezar	Janko Tipsarevic	2.0
Dustin Brown	Robin Haase	3.0
Dustin Brown	Sam Querrey	1.0
Dustin Brown	Grigor Dimitrov	3.0
Dustin Brown	Martin Klizan	2.0
Dustin Brown	Rajeev Ram	1.0
Dustin Brown	Yen-Hsun Lu	1.0
Dustin Brown	Simone Bolelli	2.0
Dustin Brown	Kevin Anderson	2.0
Dustin Brown	Viktor Troicki	3.0
Dustin Brown	Kei Nishikori	2.0
Dustin Brown	Stan Wawrinka	2.0
Dustin Brown	Ivo Karlovic	4.0
Dustin Brown	Jerzy Janowicz	4.0
Dustin Brown	Andrey Golubev	2.0
Dustin Brown	David Ferrer	2.0
Dustin Brown	Steve Johnson	2.0
James Ward	Fernando Verdasco	3.0
James Ward	Andreas Seppi	2.0
James Ward	Feliciano Lopez	2.0
James Ward	Vasek Pospisil	3.0
James Ward	Thomaz Bellucci	3.0
James Ward	Milos Raonic	2.0
James Ward	Luca Vanni	1.0
James Ward	Hyeon Chung	2.0
James Ward	Marsel Ilhan	2.0
James Ward	Tim Smyczek	2.0
James Ward	Michael Berrer	2.0
Jose Statham	Alejandro Falla	2.0
Joao Sousa	Pablo Andujar	1.0
Joao Sousa	Philipp Kohlschreiber	1.0
Joao Sousa	Benoit Paire	1.0
Joao Sousa	Radu Albot	1.0
Joao Sousa	Tobias Kamke	1.0
Joao Sousa	John Isner	2.0
Joao Sousa	Pablo Carreno Busta	2.0
Joao Sousa	Steve Johnson	2.0
Joao Sousa	Sam Groth	1.0
Joao Sousa	Grigor Dimitrov	2.0
Joao Sousa	Fabio Fognini	3.0
Joao Sousa	Ivan Dodig	2.0
Joao Sousa	David Goffin	2.0
Joao Sousa	Marin Cilic	2.0
Joao Sousa	Thomaz Bellucci	2.0
Joao Sousa	Santiago Giraldo	2.0
Joao Sousa	Edouard Roger-Vasselin	1.0
Joao Sousa	Federico Delbonis	1.0
Joao Sousa	Stan Wawrinka	5.0
Joao Sousa	Jerzy Janowicz	2.0
Joao Sousa	Milos Raonic	4.0
Joao Sousa	Gilles Simon	4.0
Joao Sousa	Roberto Bautista Agut	2.0
Joao Sousa	Austin Krajicek	2.0
Joao Sousa	Ricardas Berankis	3.0
Joao Sousa	Rui Machado	2.0
Joao Sousa	Kenny De Schepper	1.0
Joao Sousa	Bernard Tomic	2.0
Joao Sousa	Feliciano Lopez	3.0
Joao Sousa	Martin Klizan	1.0
Joao Sousa	Andy Murray	8.0
Joao Sousa	Dominic Thiem	4.0
Joao Sousa	Denis Istomin	2.0
Joao Sousa	Illya Marchenko	2.0
Joao Sousa	Albert Ramos-Vinolas	2.0
Joao Sousa	Daniel Gimeno-Traver	2.0
Kei Nishikori	James Duckworth	1.0
Kei Nishikori	Simone Bolelli	2.0
Kei Nishikori	Nick Kyrgios	1.0
Kei Nishikori	Jeremy Chardy	1.0
Kei Nishikori	John Isner	3.0
Kei Nishikori	David Ferrer	2.0
Kei Nishikori	Ryan Harrison	1.0
Kei Nishikori	Ivan Dodig	1.0
Kei Nishikori	David Goffin	1.0
Kei Nishikori	Marin Cilic	2.0
Kei Nishikori	Sam Querrey	1.0
Kei Nishikori	Steve Johnson	1.0
Kei Nishikori	Andy Murray	4.0
Kei Nishikori	Stan Wawrinka	3.0
Kei Nishikori	Jerzy Janowicz	1.0
Kei Nishikori	Milos Raonic	2.0
Kei Nishikori	Roger Federer	2.0
Kei Nishikori	Benoit Paire	5.0
Kei Nishikori	Kevin Anderson	3.0
Kei Nishikori	Roberto Bautista Agut	1.0
Kei Nishikori	Austin Krajicek	1.0
Kei Nishikori	Richard Gasquet	1.0
Kei Nishikori	Fernando Verdasco	1.0
Kei Nishikori	Feliciano Lopez	2.0
Kei Nishikori	Novak Djokovic	2.0
Kei Nishikori	Borna Coric	1.0
Kei Nishikori	Jo-Wilfried Tsonga	3.0
Laurent Lokoli	Joao Sousa	2.0
Laurent Lokoli	Andreas Haider-Maurer	3.0
Hyeon Chung	Fernando Verdasco	2.0
Hyeon Chung	Tomas Berdych	2.0
Hyeon Chung	Yen-Hsun Lu	2.0
Hyeon Chung	Pierre-Hugues Herbert	3.0
Hyeon Chung	Marin Cilic	4.0
Hyeon Chung	Leonardo Mayer	4.0
Hyeon Chung	Marcel Granollers	1.0
Hyeon Chung	James Ward	1.0
Hyeon Chung	Stan Wawrinka	3.0
Philipp Kohlschreiber	Vasek Pospisil	2.0
Philipp Kohlschreiber	Aslan Karatsev	1.0
Philipp Kohlschreiber	Pablo Andujar	3.0
Philipp Kohlschreiber	David Goffin	1.0
Philipp Kohlschreiber	Novak Djokovic	3.0
Philipp Kohlschreiber	Jan-Lennard Struff	3.0
Philipp Kohlschreiber	Benoit Paire	2.0
Philipp Kohlschreiber	Roberto Bautista Agut	4.0
Philipp Kohlschreiber	Joao Sousa	4.0
Philipp Kohlschreiber	Gael Monfils	4.0
Philipp Kohlschreiber	Andy Murray	6.0
Philipp Kohlschreiber	Jo-Wilfried Tsonga	2.0
Philipp Kohlschreiber	Jerzy Janowicz	1.0
Philipp Kohlschreiber	Gerald Melzer	1.0
Philipp Kohlschreiber	Alexander Zverev	2.0
Philipp Kohlschreiber	Paul-Henri Mathieu	2.0
Philipp Kohlschreiber	David Ferrer	2.0
Philipp Kohlschreiber	Roger Federer	7.0
Philipp Kohlschreiber	Bernard Tomic	5.0
Norbert Gombos	Benoit Paire	2.0
Norbert Gombos	David Goffin	2.0
John-Patrick Smith	Mikhail Youzhny	3.0
John-Patrick Smith	Kevin Anderson	2.0
John-Patrick Smith	Rajeev Ram	2.0
John-Patrick Smith	Lleyton Hewitt	2.0
John-Patrick Smith	Tatsuma Ito	1.0
John-Patrick Smith	Kenny De Schepper	3.0
Lukas Rosol	Tomas Berdych	2.0
Lukas Rosol	Grigor Dimitrov	2.0
Lukas Rosol	Simone Bolelli	4.0
Lukas Rosol	Gael Monfils	4.0
Lukas Rosol	Jeremy Chardy	2.0
Lukas Rosol	Ivo Karlovic	2.0
Lukas Rosol	Philipp Kohlschreiber	3.0
Lukas Rosol	David Ferrer	4.0
Lukas Rosol	Sergiy Stakhovsky	4.0
Lukas Rosol	Guillermo Garcia-Lopez	5.0
Lukas Rosol	Aljaz Bedene	1.0
Lukas Rosol	Stan Wawrinka	2.0
Lukas Rosol	Marcos Baghdatis	2.0
Lukas Rosol	Jerzy Janowicz	2.0
Lukas Rosol	Rafael Nadal	4.0
Lukas Rosol	Robin Haase	1.0
Lukas Rosol	Ernests Gulbis	2.0
Lukas Rosol	Dudi Sela	3.0
Lukas Rosol	Damir Dzumhur	2.0
Lukas Rosol	Dusan Lajovic	1.0
Lukas Rosol	Kenny De Schepper	2.0
Lukas Rosol	Bernard Tomic	2.0
Lukas Rosol	Martin Klizan	1.0
Lukas Rosol	Andy Murray	2.0
Lukas Rosol	Yen-Hsun Lu	1.0
Lukas Rosol	Jo-Wilfried Tsonga	3.0
Tatsuma Ito	Fabio Fognini	3.0
Tatsuma Ito	Guillermo Garcia-Lopez	2.0
Tatsuma Ito	Martin Klizan	3.0
Tatsuma Ito	Alejandro Gomez	1.0
Tatsuma Ito	Steve Darcis	2.0
Tatsuma Ito	Nick Kyrgios	2.0
Tatsuma Ito	Stan Wawrinka	2.0
Tatsuma Ito	Yoshihito Nishioka	1.0
Tatsuma Ito	Ivo Karlovic	2.0
Tatsuma Ito	Marsel Ilhan	2.0
Tatsuma Ito	John-Patrick Smith	2.0
Tatsuma Ito	Bernard Tomic	2.0
Tatsuma Ito	Matthew Ebden	1.0
Tatsuma Ito	Noah Rubin	1.0
Tatsuma Ito	Malek Jaziri	2.0
Ryan Harrison	Grigor Dimitrov	1.0
Ryan Harrison	Yuichi Sugita	2.0
Ryan Harrison	James Duckworth	2.0
Ryan Harrison	Denis Kudla	2.0
Ryan Harrison	Jurgen Melzer	2.0
Ryan Harrison	Donald Young	1.0
Ryan Harrison	Kei Nishikori	4.0
Ryan Harrison	Mardy Fish	1.0
Ryan Harrison	Ivo Karlovic	1.0
Ryan Harrison	Rajeev Ram	3.0
Ryan Harrison	David Ferrer	2.0
James McGee	Joao Sousa	2.0
Paolo Lorenzi	Vasek Pospisil	3.0
Paolo Lorenzi	Matteo Trevisan	1.0
Paolo Lorenzi	Pablo Andujar	2.0
Paolo Lorenzi	Dustin Brown	2.0
Paolo Lorenzi	Fernando Verdasco	3.0
Paolo Lorenzi	Rajeev Ram	1.0
Paolo Lorenzi	Thomaz Bellucci	1.0
Paolo Lorenzi	Santiago Giraldo	2.0
Paolo Lorenzi	Adrian Menendez-Maceiras	1.0
Paolo Lorenzi	Gilles Muller	3.0
Paolo Lorenzi	Jiri Vesely	6.0
Paolo Lorenzi	Federico Delbonis	2.0
Paolo Lorenzi	Gael Monfils	2.0
Paolo Lorenzi	Steve Darcis	1.0
Paolo Lorenzi	Pablo Cuevas	2.0
Paolo Lorenzi	Albert Ramos-Vinolas	2.0
Paolo Lorenzi	Philipp Kohlschreiber	4.0
Paolo Lorenzi	Diego Schwartzman	2.0
Paolo Lorenzi	Martin Klizan	2.0
Fabio Fognini	Pablo Andujar	2.0
Fabio Fognini	Grigor Dimitrov	5.0
Fabio Fognini	Carlos Berlocq	2.0
Fabio Fognini	Pablo Cuevas	1.0
Fabio Fognini	Benoit Paire	3.0
Fabio Fognini	Joao Sousa	2.0
Fabio Fognini	Gael Monfils	2.0
Fabio Fognini	Jeremy Chardy	1.0
Fabio Fognini	Philipp Kohlschreiber	2.0
Fabio Fognini	David Ferrer	4.0
Fabio Fognini	Steve Johnson	1.0
Fabio Fognini	Paul-Henri Mathieu	1.0
Fabio Fognini	David Goffin	1.0
Fabio Fognini	Santiago Giraldo	2.0
Fabio Fognini	Juan Martin del Potro	2.0
Fabio Fognini	Federico Delbonis	1.0
Fabio Fognini	Alejandro Gonzalez	3.0
Fabio Fognini	Rafael Nadal	7.0
Fabio Fognini	Mischa Zverev	2.0
Fabio Fognini	Jiri Vesely	1.0
Fabio Fognini	Kevin Anderson	2.0
Fabio Fognini	Adrian Mannarino	2.0
Fabio Fognini	Bernard Tomic	2.0
Fabio Fognini	Feliciano Lopez	3.0
Fabio Fognini	Dominic Thiem	2.0
Fabio Fognini	Thanasi Kokkinakis	2.0
Fabio Fognini	Andrey Rublev	1.0
Fabio Fognini	Jack Sock	2.0
Fabio Fognini	Albert Ramos-Vinolas	1.0
Fabio Fognini	Diego Schwartzman	1.0
Sergiy Stakhovsky	Tomas Berdych	6.0
Sergiy Stakhovsky	Grigor Dimitrov	2.0
Sergiy Stakhovsky	Mikhail Youzhny	2.0
Sergiy Stakhovsky	Ivo Karlovic	2.0
Sergiy Stakhovsky	Pablo Carreno Busta	1.0
Sergiy Stakhovsky	Lukas Rosol	3.0
Sergiy Stakhovsky	David Ferrer	3.0
Sergiy Stakhovsky	Sam Groth	1.0
Sergiy Stakhovsky	Filip Peliwo	1.0
Sergiy Stakhovsky	Sam Querrey	1.0
Sergiy Stakhovsky	Juan Martin del Potro	2.0
Sergiy Stakhovsky	Pierre-Hugues Herbert	4.0
Sergiy Stakhovsky	Stan Wawrinka	1.0
Sergiy Stakhovsky	Milos Raonic	2.0
Sergiy Stakhovsky	Rafael Nadal	2.0
Sergiy Stakhovsky	Gilles Simon	2.0
Sergiy Stakhovsky	Alexandr Dolgopolov	2.0
Sergiy Stakhovsky	Ernests Gulbis	2.0
Sergiy Stakhovsky	Jan-Lennard Struff	1.0
Sergiy Stakhovsky	Nicolas Almagro	2.0
Sergiy Stakhovsky	John Millman	1.0
Sergiy Stakhovsky	Dusan Lajovic	2.0
Sergiy Stakhovsky	Bernard Tomic	2.0
Sergiy Stakhovsky	Novak Djokovic	2.0
Sergiy Stakhovsky	Borna Coric	5.0
Sergiy Stakhovsky	Jo-Wilfried Tsonga	3.0
Sergiy Stakhovsky	Denis Istomin	3.0
Sergiy Stakhovsky	Illya Marchenko	1.0
Andreas Seppi	Tomas Berdych	4.0
Andreas Seppi	James Ward	1.0
Andreas Seppi	Teymuraz Gabashvili	1.0
Andreas Seppi	Joao Sousa	2.0
Andreas Seppi	Jeremy Chardy	1.0
Andreas Seppi	Ivo Karlovic	2.0
Andreas Seppi	John Isner	3.0
Andreas Seppi	Steve Johnson	2.0
Andreas Seppi	Ricardas Berankis	1.0
Andreas Seppi	Florian Mayer	1.0
Andreas Seppi	David Goffin	4.0
Andreas Seppi	Guillermo Garcia-Lopez	2.0
Andreas Seppi	Andy Murray	3.0
Andreas Seppi	Rafael Nadal	2.0
Andreas Seppi	Mischa Zverev	2.0
Andreas Seppi	Roger Federer	7.0
Andreas Seppi	Tommy Robredo	3.0
Andreas Seppi	Robin Haase	2.0
Andreas Seppi	Gilles Simon	2.0
Andreas Seppi	Richard Gasquet	2.0
Andreas Seppi	Dusan Lajovic	1.0
Andreas Seppi	Vasek Pospisil	2.0
Andreas Seppi	Feliciano Lopez	2.0
Andreas Seppi	Novak Djokovic	3.0
Andreas Seppi	Yen-Hsun Lu	2.0
Andreas Seppi	Leonardo Mayer	1.0
Andreas Seppi	Nick Kyrgios	3.0
Andreas Seppi	Denis Istomin	2.0
Maximo Gonzalez	Juan Monaco	2.0
Maximo Gonzalez	Fernando Verdasco	2.0
Maximo Gonzalez	Albert Montanes	2.0
Maximo Gonzalez	Aljaz Bedene	2.0
Maximo Gonzalez	Lukas Lacko	3.0
Maximo Gonzalez	Dusan Lajovic	3.0
Bjorn Fratangelo	Jack Sock	2.0
Bjorn Fratangelo	Tomas Berdych	3.0
Nicolas Jarry	Dusan Lajovic	2.0
Nicolas Jarry	Victor Estrella Burgos	2.0
Nicolas Jarry	Gonzalo Escobar	1.0
Sam Querrey	Juan Monaco	2.0
Sam Querrey	Grigor Dimitrov	2.0
Sam Querrey	Simone Bolelli	2.0
Sam Querrey	Kei Nishikori	4.0
Sam Querrey	Steve Johnson	1.0
Sam Querrey	Dustin Brown	2.0
Sam Querrey	Sergiy Stakhovsky	2.0
Sam Querrey	David Goffin	2.0
Sam Querrey	Marin Cilic	2.0
Sam Querrey	Nicolas Mahut	3.0
Sam Querrey	Marcos Baghdatis	2.0
Sam Querrey	Roger Federer	3.0
Sam Querrey	Tommy Robredo	2.0
Sam Querrey	Gilles Simon	1.0
Sam Querrey	Alexandr Dolgopolov	1.0
Sam Querrey	Fernando Verdasco	1.0
Sam Querrey	Jeremy Chardy	2.0
Sam Querrey	Kevin Anderson	2.0
Sam Querrey	Roberto Bautista Agut	2.0
Sam Querrey	Bernard Tomic	2.0
Sam Querrey	Vasek Pospisil	3.0
Sam Querrey	Thanasi Kokkinakis	1.0
Sam Querrey	Benjamin Becker	1.0
Sam Querrey	Borna Coric	3.0
Sam Querrey	Jo-Wilfried Tsonga	2.0
Sam Querrey	Denis Istomin	2.0
Sam Querrey	Jack Sock	2.0
Sam Querrey	Go Soeda	1.0
Sam Querrey	Albert Ramos-Vinolas	2.0
Ramkumar Ramanathan	Mikhail Kukushkin	2.0
Ramkumar Ramanathan	Tatsuma Ito	2.0
Filip Peliwo	Sergiy Stakhovsky	2.0
Matthew Ebden	Victor Estrella Burgos	2.0
Matthew Ebden	Sam Querrey	2.0
Matthew Ebden	Tatsuma Ito	2.0
Matthew Ebden	Grigor Dimitrov	3.0
Matthew Ebden	Austin Krajicek	2.0
Paul-Henri Mathieu	Fabio Fognini	2.0
Paul-Henri Mathieu	Damir Dzumhur	2.0
Paul-Henri Mathieu	Grigor Dimitrov	2.0
Paul-Henri Mathieu	Martin Klizan	1.0
Paul-Henri Mathieu	Viktor Troicki	2.0
Paul-Henri Mathieu	Federico Delbonis	1.0
Paul-Henri Mathieu	Kei Nishikori	3.0
Paul-Henri Mathieu	Yoshihito Nishioka	3.0
Paul-Henri Mathieu	Tommy Robredo	2.0
Paul-Henri Mathieu	Philipp Kohlschreiber	7.0
Paul-Henri Mathieu	Taro Daniel	1.0
Stan Wawrinka	Juan Monaco	1.0
Stan Wawrinka	Tomas Berdych	1.0
Stan Wawrinka	Dustin Brown	1.0
Stan Wawrinka	Carlos Berlocq	1.0
Stan Wawrinka	Nick Kyrgios	1.0
Stan Wawrinka	Ivo Karlovic	3.0
Stan Wawrinka	Lukas Rosol	1.0
Stan Wawrinka	Tatsuma Ito	1.0
Stan Wawrinka	Grigor Dimitrov	4.0
Stan Wawrinka	Donald Young	1.0
Stan Wawrinka	Sergiy Stakhovsky	2.0
Stan Wawrinka	Guillermo Garcia-Lopez	2.0
Stan Wawrinka	Marin Cilic	1.0
Stan Wawrinka	Federico Delbonis	2.0
Stan Wawrinka	Rafael Nadal	2.0
Stan Wawrinka	Roger Federer	7.0
Stan Wawrinka	Robin Haase	2.0
Stan Wawrinka	Kevin Anderson	2.0
Stan Wawrinka	Richard Gasquet	3.0
Stan Wawrinka	Adrian Mannarino	2.0
Stan Wawrinka	Dusan Lajovic	1.0
Stan Wawrinka	Novak Djokovic	8.0
Stan Wawrinka	Jesse Huta Galung	1.0
Stan Wawrinka	Borna Coric	1.0
Stan Wawrinka	Jo-Wilfried Tsonga	1.0
Maximilian Marterer	Leonardo Mayer	2.0
Maximilian Marterer	Andreas Haider-Maurer	2.0
Quentin Halys	Rafael Nadal	3.0
Quentin Halys	James Duckworth	2.0
Jerzy Janowicz	Grigor Dimitrov	2.0
Jerzy Janowicz	Pablo Cuevas	2.0
Jerzy Janowicz	Benoit Paire	1.0
Jerzy Janowicz	Joao Sousa	3.0
Jerzy Janowicz	Gael Monfils	2.0
Jerzy Janowicz	Kei Nishikori	2.0
Jerzy Janowicz	Ivo Karlovic	2.0
Jerzy Janowicz	Philipp Kohlschreiber	4.0
Jerzy Janowicz	Steve Johnson	2.0
Jerzy Janowicz	Dustin Brown	2.0
Jerzy Janowicz	Fabio Fognini	2.0
Jerzy Janowicz	David Goffin	4.0
Jerzy Janowicz	Pablo Carreno Busta	3.0
Jerzy Janowicz	Alexandr Dolgopolov	2.0
Jerzy Janowicz	Kevin Anderson	2.0
Jerzy Janowicz	Roberto Bautista Agut	1.0
Jerzy Janowicz	Marsel Ilhan	3.0
Jerzy Janowicz	Lucas Pouille	2.0
Jerzy Janowicz	Hiroki Moriya	1.0
Jerzy Janowicz	Alejandro Falla	1.0
Jerzy Janowicz	Feliciano Lopez	3.0
Jerzy Janowicz	Dominic Thiem	1.0
Jerzy Janowicz	Steve Darcis	2.0
Jerzy Janowicz	Leonardo Mayer	5.0
Jerzy Janowicz	Nick Kyrgios	1.0
Jerzy Janowicz	Maxime Hamou	1.0
Jerzy Janowicz	Diego Schwartzman	2.0
Lleyton Hewitt	Benjamin Becker	3.0
Lleyton Hewitt	Feliciano Lopez	2.0
Lleyton Hewitt	Kevin Anderson	2.0
Lleyton Hewitt	Thomaz Bellucci	2.0
Lleyton Hewitt	Ze Zhang	1.0
Lleyton Hewitt	Nicolas Mahut	2.0
Lleyton Hewitt	Go Soeda	2.0
Lleyton Hewitt	Jarkko Nieminen	3.0
Lleyton Hewitt	Sam Groth	2.0
Lleyton Hewitt	Bernard Tomic	3.0
Yoshihito Nishioka	Tomas Berdych	3.0
Yoshihito Nishioka	Thomaz Bellucci	3.0
Yoshihito Nishioka	Paul-Henri Mathieu	2.0
Yoshihito Nishioka	Alexander Zverev	2.0
Yoshihito Nishioka	Tatsuma Ito	2.0
Yoshihito Nishioka	Bernard Tomic	2.0
Liam Broady	Marinko Matosevic	2.0
Zhizhen Zhang	Jiri Vesely	2.0
Brydan Klein	Andreas Seppi	3.0
Aleksandr Nedovyesov	Lleyton Hewitt	2.0
Aleksandr Nedovyesov	Vasek Pospisil	2.0
Aleksandr Nedovyesov	Mikhail Kukushkin	2.0
Aleksandr Nedovyesov	Viktor Troicki	3.0
Aleksandr Nedovyesov	Nikoloz Basilashvili	1.0
Ernests Gulbis	Juan Monaco	4.0
Ernests Gulbis	Benoit Paire	2.0
Ernests Gulbis	Jeremy Chardy	2.0
Ernests Gulbis	John Isner	3.0
Ernests Gulbis	Lukas Rosol	6.0
Ernests Gulbis	Steve Johnson	2.0
Ernests Gulbis	Lucas Miedler	1.0
Ernests Gulbis	David Goffin	2.0
Ernests Gulbis	Aljaz Bedene	1.0
Ernests Gulbis	Nicolas Mahut	3.0
Ernests Gulbis	Paul-Henri Mathieu	2.0
Ernests Gulbis	Marcos Baghdatis	2.0
Ernests Gulbis	John Millman	1.0
Ernests Gulbis	Andreas Haider-Maurer	2.0
Ernests Gulbis	Roger Federer	2.0
Ernests Gulbis	Alexandr Dolgopolov	1.0
Ernests Gulbis	Jiri Vesely	4.0
Ernests Gulbis	Adrian Mannarino	2.0
Ernests Gulbis	Novak Djokovic	2.0
Ernests Gulbis	Dominic Thiem	5.0
Ernests Gulbis	Thanasi Kokkinakis	3.0
Ernests Gulbis	Denis Istomin	2.0
Constant Lestienne	Pablo Carreno Busta	2.0
Pere Riba	Daniel Elahi Galan	2.0
Joao Souza	Christian Lindell	2.0
Joao Souza	Ivan Dodig	3.0
Joao Souza	Andreas Seppi	2.0
Joao Souza	Novak Djokovic	3.0
Joao Souza	Mikhail Kukushkin	2.0
Joao Souza	Martin Klizan	1.0
Joao Souza	Santiago Giraldo	3.0
Joao Souza	Stephane Robert	2.0
Joao Souza	Leonardo Mayer	1.0
Joao Souza	Joao Sousa	2.0
Joao Souza	Jack Sock	2.0
Joao Souza	Luca Vanni	2.0
Joao Souza	Blaz Rola	1.0
Joao Souza	Malek Jaziri	3.0
Joao Souza	Daniel Gimeno-Traver	3.0
Joao Souza	Pablo Andujar	2.0
Joao Souza	Andreas Haider-Maurer	4.0
Joao Souza	Alejandro Falla	2.0
Dudi Sela	Denis Kudla	2.0
Dudi Sela	Pablo Cuevas	5.0
Dudi Sela	Jan-Lennard Struff	2.0
Dudi Sela	Dominic Thiem	3.0
Dudi Sela	Jo-Wilfried Tsonga	3.0
Dudi Sela	Denis Istomin	2.0
Dudi Sela	Andrey Rublev	2.0
Dudi Sela	Hyeon Chung	2.0
Dudi Sela	Rafael Nadal	3.0
Dudi Sela	Lukas Rosol	1.0
Mikhail Kukushkin	Grigor Dimitrov	2.0
Mikhail Kukushkin	Gael Monfils	2.0
Mikhail Kukushkin	Malek Jaziri	3.0
Mikhail Kukushkin	Philipp Kohlschreiber	2.0
Mikhail Kukushkin	Marius Copil	1.0
Mikhail Kukushkin	Alexander Zverev	2.0
Mikhail Kukushkin	David Ferrer	2.0
Mikhail Kukushkin	Steve Johnson	2.0
Mikhail Kukushkin	Marin Cilic	3.0
Mikhail Kukushkin	Nicolas Mahut	1.0
Mikhail Kukushkin	Andy Murray	3.0
Mikhail Kukushkin	Tommy Haas	2.0
Mikhail Kukushkin	Milos Raonic	2.0
Mikhail Kukushkin	Roger Federer	2.0
Mikhail Kukushkin	Tommy Robredo	2.0
Mikhail Kukushkin	Gilles Simon	2.0
Mikhail Kukushkin	Dudi Sela	3.0
Mikhail Kukushkin	Kevin Anderson	2.0
Mikhail Kukushkin	Viktor Troicki	2.0
Mikhail Kukushkin	Jiri Vesely	1.0
Mikhail Kukushkin	Andrey Kuznetsov	2.0
Mikhail Kukushkin	Austin Krajicek	2.0
Mikhail Kukushkin	Vasek Pospisil	1.0
Mikhail Kukushkin	Nick Kyrgios	2.0
Mikhail Kukushkin	Denis Istomin	2.0
Mikhail Kukushkin	Albert Ramos-Vinolas	1.0
Mikhail Kukushkin	Daniel Gimeno-Traver	3.0
Richard Gasquet	Tomas Berdych	5.0
Richard Gasquet	Carlos Berlocq	2.0
Richard Gasquet	Jeremy Chardy	1.0
Richard Gasquet	Ivo Karlovic	1.0
Richard Gasquet	David Ferrer	2.0
Richard Gasquet	Andreas Seppi	1.0
Richard Gasquet	Michael Berrer	1.0
